company,country,sub_domain,website,email,email_type,sme_likely,source_url,notes,confidence
Rob Surgical,ES,Surgical (Bitrack laparoscopic),https://www.robsurgical.com,rss@robsurgical.com,generic,Yes,,Barcelona area; form-only contact | enrich: company initials generic address,medium
CurifyLabs,FI,pharma_automation,https://curifylabs.com,sales@curifylabs.com,generic,Yes,https://curifylabs.com/about,Helsinki-based; MiniLab automated pharmaceutical compounding incl. robotics-inspired 3D drug printing | enrich: press@ investors@ support@ also,high
NewIcon,FI,pharmacy automation,https://newicon.fi,,,Yes,https://newicon.fi/,Kuopio-based pharmacy and hospital medication dispensing/storage robots (Iso-Fixu Mega-Fixu eMED IV ICON) [pass-2],high
Evondos,FI,Pharmacy/home medication dispensing robot,https://www.evondos.com,,unknown,No,https://www.evondos.com/,Nordic leader in home medicine dispensing robot; ~200 employees; Helsinki/Salo,high
Surgify Medical,FI,Surgical - tissue-selective bone burr,https://www.surgifymedical.com,,unknown,Yes,https://www.surgifymedical.com/news/press-release-finlands-surgify-medical-raises-eu7m-to-make-bone-surgery-safer-with-tissue-selective-technology,Espoo; Surgify Halo tissue-selective bone-surgery burr for robotic automated bone resection; founded 2017; EUR14M total funding; ZEISS Ventures-backed [pass-2],high
Blue Frog Robotics,FR,assistive-companion-robot,https://www.bluefrogrobotics.com,,,Yes,https://m.bluefrogrobotics.com/elders/,Paris-based; Buddy emotional companion robot; ACCRA EU project for elderly care [pass-2],medium
LUKE Robotics,FR,endovascular,https://www.luke-robotics.com,,,Yes,https://www.medicalps.eu/membre/minmaxmedical/,Grenoble; robotic platform for percutaneous interventional radiology; Medicalps member [pass-2],high
Caranx Medical,FR,Endovascular - TAVI robot,https://caranx-medical.com,,unreachable,Yes,https://www.investincotedazur.com/en/caranx-medical-innovates-in-robotic-assisted-heart-valve-implantation/,Truffle Capital backed; TAVIPILOT autonomous TAVI robot; FDA cleared 2025; Nice [cross-sourced x3] | enrich: site redirects to carvolix.eu after acquisition,high
Robocath,FR,Endovascular robotics (coronary/neurovascular),https://www.robocath.com,,contact_form_only,Yes,,Rouen; R-One system,medium
RB3D,FR,exoskeleton,https://www.rb3d.com,,contact_form_only,Yes,https://exoskeletonreport.com/exoskeleton-companies-and-organizations-directory/rb3d/,French exoskeleton maker; musculoskeletal-injury assistance,medium
UroMems,FR,implantable_robotics,https://www.uromems.com,,contact_form_only,Yes,https://www.medicalps.eu/2019/10/25/uromems-remporte-le-prestigieux-prix-galien-medstart-up-pour-la-meilleure-collaboration-dans-le-domaine-du-medtech-ou-du-numerique/,Medicalps Grenoble member; smart active robotic artificial urinary sphincter (UroActive) for stress urinary incontinence,high
Cellaven,FR,Lab automation - cell culture,https://cellaven.com,,unknown,Yes,https://www.compamed-tradefair.com/vis/v1/en/catalogue/medcom.MEDICA.04.12,Dijon; NESTOR automated cell-culture liquid-handling robot; founded 2022; SLAS Europe 2025 exhibitor booth 616; EUR2.8M seed [pass-2],high
Endocontrol,FR,laparoscopy-robot,https://www.endocontrol-medical.com,,,No,https://www.crunchbase.com/organization/endocontrol,La Tronche France; ViKY endoscope positioner & JAIMY instrument; acquired by Canady Life Sciences (US) in 2019,medium
Artedrone,FR,Microrobotics - neuro thrombectomy,https://www.artedrone.com,contact@artedrone.com,generic,Yes,https://www.truffle.com/portfolio-truffle-capital/artedrone,SASHA autonomous microrobot for stroke; pre-clinical; Paris [cross-sourced x2],high
Axilum Robotics,FR,neurostim,https://www.axilumrobotics.com,info@axilumrobotics.com,generic,Yes,https://eu-robotics.net/,Strasbourg; CE+FDA TMS-Robot for transcranial magnetic stim,high
Robeauté,FR,Neurosurgical microrobotics,https://www.robeaute.com,hello@robeaute.com,generic,Yes,,Paris; raised $28M (2025) for neurosurgical microrobots,high
Ganymed Robotics,FR,orthopedic-robot,https://www.ganymedrobotics.com,contact@ganymedrobotics.com,generic,Yes,https://www.eu-startups.com/2024/09/from-fiction-to-function-10-european-startups-pushing-the-boundaries-of-robotics/,Paris France founded 2018; ~40 staff; robotic surgical assistant for total knee arthroplasty; raised €42M [cross-sourced x4],high
REEV,FR,Rehab - motorized knee orthosis,https://reev.care,,unknown,Yes,https://reev.care/dreeven-mobility-assistance/,Toulouse; DREEVEN smart motorized knee orthosis + REEV SENSE gait-analysis wearable; founded 2021; $12.4M total funding [pass-2],high
Japet Medical Devices,FR,rehab-exoskeleton,https://www.japet.eu,,contact_form_only,Yes,https://exoskeletonreport.com/exoskeleton-companies-and-organizations-directory/japet/,Lille France founded 2016; Japet.W+ CE-marked class IIa motorized lumbar exoskeleton for back pain [cross-sourced x2],high
Lifebloom,FR,rehab_assistive,,,,Yes,https://lille.eurasante.com/startups/lifebloom/,Eurasante (Lille) incubatee; Oxilio wheelchair-exoskeleton enabling autonomous standing/walking,high
Wandercraft,FR,Rehabilitation exoskeleton (Atalante X),https://www.wandercraft.eu,,contact_form_only,No,,Raised €64.3M Series D 2025 - likely exceeds SME thresholds,medium
AcuSurgical,FR,retinal microsurgery,https://www.acusurgical.com,,,Yes,https://www.acusurgical.com/,Montpellier spin-off (2020); Luca bi-manual robotic ocular microsurgery platform [pass-2],high
EDAP TMS,FR,robotic-HIFU-prostate,https://www.edap-tms.com,investor.relations@edap-tms.com,generic,No,https://www.eib.org/en/press/all/2025-401-french-medical-technology-company-edap-secures-eur36-million-credit-facility-from-european-investment-bank-to-advance-prostate-cancer-and-endometriosis-non-invasive-treatment,EIB EUR 36M credit facility 2025 InvestEU-backed; Focal One robotic high-intensity focused ultrasound platform for prostate/endometriosis; Vaulx-en-Velin FR; Nasdaq-listed - not SME [pass-2],medium
Enchanted Tools,FR,Service robotics (Mirokaï),https://enchanted.tools,,contact_form_only,Yes,,Paris; healthcare/hospitality service robot,medium
SpinEM Robotics,FR,spine-surgery-robot,https://spinem-robotics.com,info@spinem-robotics.com,generic,Yes,https://blog.smarttrak.com/three-global-spine-robotics-start-ups-to-watch-in-2024,Saint-Martin d'Heres (Grenoble) France founded 2021; robotic-assisted spine surgery without line-of-sight tracking; €10M Series A2 with Spineart [cross-sourced x3] | enrich: from privacy notice,high
MinMaxMedical,FR,surgical,https://www.minmaxmedical.com,,,Yes,https://www.medicalps.eu/membre/minmaxmedical/,Saint-Martin-d'Heres; surgical robots + navigation; Medicalps member; Apprieu production site 2026 [pass-2],high
SpineGuard,FR,surgical,https://www.spineguard.com,,,No,https://www.medicen.org/en/our-network/,Vincennes; PediGuard DSG real-time sensing pedicle screw probe; Euronext Growth listed so likely not SME [pass-2],medium
Moon Surgical,FR,Surgical (laparoscopy assist - Maestro),https://moonsurgical.com,,contact_form_only,Yes,,Paris HQ; partner of BD/medtech ecosystem,medium
Surgitec Robotics,FR,Surgical (neurosurg/orthopedic/spine/ENT hard tissue),https://www.surgitec.com,,contact_form_only,Yes,,Early stage; email convention @surgitec.com - guess contact@ if needed,low
eCential Robotics,FR,Surgical (spine/ortho navigation+robotics),https://www.ecential-robotics.com,,contact_form_only,Yes,,HQ dual France/Tennessee; French origin (Grenoble),medium
Quantum Surgical,FR,Surgical (tumor ablation - Epione),https://www.quantumsurgical.com,info@quantumsurgical.com,generic,Yes,,Montpellier; ~130 employees,high
Kyniska Robotics,FR,Surgical - sports medicine orthopedic,https://www.kyniska-robotics.com,,unknown,Yes,https://www.goodwinlaw.com/en/news-and-events/news/2024/09/announcements-technology-haventure-participates-in-the-fundraising,Grenoble; 2024 merger of KAT Robotics + LinkX Robotics + Ostesys; sports-medicine knee surgical robot; ~17-50 staff [pass-2],high
Mauna Kea Technologies,FR,surgical-imaging-robot,https://www.maunakeatech.com,,,No,https://www.medicalstartups.org/top/robotics/,Paris France; Cellvizio probe CE-marked for robotic-assisted surgery; Euronext listed - not SME scale,medium
VirtualiSurg,FR,surgical-training-haptics,https://virtualisurg.com,,,Yes,https://www.medicen.org/en/our-network/,Paris; SurgiSim VR with haptic actuator hardware for surgical training [pass-2],medium
Extremis Robotics,FR,surgical_robotics,https://extremis-robotics.com,info@extremis-robotics.com,generic,Yes,https://www.haventure.com/presentation/,Haventure Grenoble portfolio; robotics for foot/ankle surgery | enrich: contact@extremis-robotics.com also,high
KAT Robotics,FR,surgical_robotics,,,,Yes,https://www.haventure.com/presentation/,Haventure Grenoble portfolio; interactive power-tool control robot for orthopaedics,high
LinkX Robotics,FR,surgical_robotics,https://www.linkx-robotics.com,,contact_form_only,Yes,https://www.haventure.com/presentation/,Haventure Grenoble portfolio; 3D planning + robotics for knee-ligament surgery,high
OSTESYS,FR,surgical_robotics,,,,Yes,https://www.haventure.com/presentation/,Haventure Grenoble portfolio; imaging/planning/robotics for osteotomies around the knee,high
Zentact Robotics,FR,surgical_robotics,,,,Yes,https://www.haventure.com/presentation/,Haventure Grenoble portfolio; telemanipulated robot for endoscopic ENT surgery,high
AdEchoTech,FR,tele-robotic ultrasound,https://www.adechotech.com,,,Yes,https://www.adechotech.com/en/company/,French company; MELODY robotic tele-ultrasound; CE MDR 2023/FDA 2017; CNES/ESA [pass-2],high
Open Bionics,GB,3D-printed bionic limb prosthetics,https://openbionics.com,,contact_form_only,Yes,,Bristol; Hero Arm,medium
MintNeuro,GB,active-implantable-neurostim,https://mintneuro.com,,,Yes,https://www.imperial.ac.uk/news/242172,Imperial College London spin-out; ultra-low-power neural implants with stimulation [pass-2],high
Atlas Endoscopy,GB,Endoscopy - robotic colonoscopy,https://www.atlasendoscopy.com,,unknown,Yes,https://find-and-update.company-information.service.gov.uk/company/13408099,Leeds; University of Leeds STORM Lab spin-out (Valdastri); magnetic-guided robotic colonoscopy capsule; Phase 1 first-in-human 2025 [pass-2],high
Automata,GB,Lab automation (LINQ bench),https://automata.tech,hello@automata.tech,generic,Yes,,London; raised $40M 2023; clinical diagnostics deployments,medium
Apian,GB,medical-drone-delivery,https://www.apian.health,,,Yes,https://www.apian.health/about,NHS-doctor-cofounded medical drone logistics for blood/sample flights; Solent London Dublin Northumberland; CAA permits [pass-2],high
Panda Surgical,GB,neurosurgery,https://www.panda-surgical.com,contact@panda-surgical.com,generic,Yes,https://www.uclb.com/2024/02/16/uclb-spinout-panda-surgicals-world-first-neurosurgical-robots-set-to-revolutionise-complex-surgery/,UCL spinout (2022) - handheld robotic platform for minimally invasive neurosurgery; GBP1M raised 2025 [pass-2],high
Renishaw Neurosurgery,GB,neurosurgery-robot,https://www.renishaw.com/en/neuromate-stereotactic-robot-for-neurosurgery--48606,,,No,https://www.surgicalroboticstechnology.com/news/renishaw-secures-mdr-product-approval-for-neuromate-stereotactic-robot/,neuromate stereotactic robot (DBS/SEEG/biopsy); MDR-approved; Renishaw plc is large UK listed engineering firm - not SME,high
Corin Group,GB,orthopedic-robot,https://www.coringroup.com,,,No,https://surgicoll.scholasticahq.com/article/132487-advancements-in-robotic-orthopaedic-surgery-a-current-concept,Cirencester UK; OMNIBotics & Apollo robotic-assisted knee replacement; Permira-backed global orthopedic firm - likely >250 staff [cross-sourced x2],medium
Rex Bionics,GB,rehab-exoskeleton,https://www.rexbionics.com,info@rexbionics.com,generic,unknown,https://www.rexbionics.com/,REX hands-free standing/walking exoskeleton; founded in NZ but UK-based operations for clinical/personal use,medium
CMR Surgical,GB,Surgical (soft-tissue),https://cmrsurgical.com,,contact_form_only,No,,"Versius platform; raised >$1B, unicorn status - likely outgrew SME threshold",medium
OR Productivity (FreeHand),GB,Surgical - laparoscopy camera holder,https://www.freehandsurgeon.com,,unknown,Yes,https://www.freehandsurgeon.com/,Guildford; FreeHand robotic camera-holder for laparoscopic/thoracoscopic surgery; CE/MHLW/FDA cleared; over 15000 procedures [pass-2],high
Nami Surgical,GB,Surgical - ultrasonic scalpel,https://www.namisurgical.com,info@namisurgical.com,generic,Yes,https://www.gla.ac.uk/news/archiveofnews/2024/may/headline_1071104_en.html,Glasgow; University of Glasgow spin-out 2022; miniaturized ultrasonic scalpel for robot-assisted surgery; GBP3.2M seed 2024 [pass-2],high
EnAcuity,GB,surgical AI/imaging,https://enacuity.com,,,Yes,https://www.uclb.com/2024/12/20/enacuity-raises-1-28m-to-target-safer-surgery/,Joint UCL/Imperial spinout (2024) - AI hyperspectral-like laparoscopic visualization; GBP1.28M pre-seed [pass-2],high
Fundamental Surgery,GB,surgical-training-haptics,https://fundamentalsurgery.com,,unreachable,Yes,https://ukhealthcarepavilion.com/companies/fundamental-surgery/,London UK founded 2012 (FundamentalVR); HapticVR surgical training platform with haptic hardware component | enrich: page blank/empty,medium
COVVI,GB,Upper-limb prosthetics (bionic hand),https://www.covvi.com,,contact_form_only,Yes,,Leeds; Nexus hand | enrich: phone-and-form only,medium
RespiBit,GR,asthma wearable monitor,https://respibit.com,,,Yes,https://eithealth.eu/news-article/innostars-awards-2024-forty-start-ups-set-to-change-healthcare-in-central-eastern-and-southern-europe/,EIT Health InnoStars 2024 finalist; AsthmaFit wearable pollutant/allergen exposure monitor [pass-2],low
ORamaVR,GR,surgical/training,https://oramavr.com,,,Yes,https://oramavr.com/,Heraklion-founded (FORTH spin-off) medical VR surgical training platform; HQ relocated Geneva; borderline hardware [pass-2],low
CoNurse,HR,nursing assistant device,https://www.conurse.net,,,Yes,https://www.conurse.net/news/conurse-finalist-eit-health-innostars-awards/,EIT Health InnoStars 2024 finalist; nursing decision support hardware platform [pass-2],low
RONNA Medical,HR,surgical/neurosurgery,https://www.ronna-medical.hr,,,Yes,https://www.ronna-medical.hr/,Zagreb spin-off from RONNA project (Univ of Zagreb); robotic neuronavigation system used clinically for biopsies and SEEG [pass-2],high
Dermus,HU,imaging/dermatology,https://www.dermusvision.com,,,Yes,https://www.dermusvision.com/,Budapest-based Pazmany Peter Catholic Univ spin-off; handheld high-frequency ultrasound + optical skin imaging device MDR-certified [pass-2],medium
3DHISTECH,HU,lab automation/digital pathology,https://www.3dhistech.com,,,No,https://www.3dhistech.com/,Budapest-based digital pathology scanner hardware leader; may exceed SME size but hardware lab automation relevant [pass-2],medium
Innoway,HU,medical-device-prototyping,https://innoway.hu,,,Yes,https://eithealth.eu/news-article/innostars-awards-2024-forty-start-ups-set-to-change-healthcare-in-central-eastern-and-southern-europe/,Hungarian medtech device prototyping; EIT Health InnoStars 2024 finalist [pass-2],low
Akara Robotics,IE,Hospital automation + UV disinfection,https://akara.ai,info@akara.ai,generic,Yes,,Dublin; assistive robots + room sensors,high
LUMA Vision,IE,surgical,https://lumavision.com,,,Yes,https://lumavision.com/,Dublin/Munich; VERAFEYE 4D cardiac imaging + navigation; Trinity College spin-out; Irish Medtech 2024 winner [pass-2],high
Palliare,IE,surgical,https://www.palliare.com,,,Yes,https://www.idaireland.com/latest-news/insights/,Galway; EVA15 insufflator + smoke-evac for laparoscopic/robotic surgery; FDA 510(k) + CE MDR [pass-2],high
Tympany Medical,IE,Surgical - ENT endoscopy,https://tympanymedical.com,info@tympanymedical.com,generic,Yes,https://eithealth.eu/news-article/eit-health-catapult-2024-25-selects-29-semi-finalists/,EIT Health Catapult 2024-25 semi-finalist; Solascope sterile panoramic ENT scope; Galway,high
Alba Robot,IT,assistive,https://alba-robot.com,,,Yes,https://www.i3p.it/en/startup/alba-robot,Turin; self-driving wheelchair for hospitals and elderly; I3P incubator; EUR 4.985M round [pass-2],high
Co-Robotics,IT,assistive-robot,https://www.corobotics.eu,management@corobotics.eu,generic,Yes,https://www.santannapisa.it/en/institute/biorobotics,Pisa Italy; Scuola Superiore Sant'Anna BioRobotics spin-off; collaborative assistive robotics for ageing population,low
Era Endoscopy,IT,capsule/robotic colonoscopy,https://www.endotics.com,info@endotics.com,generic,Yes,https://cordis.europa.eu/project/id/688592,Scuola Sant'Anna spin-off; Endotics robotic disposable colonoscope; CORDIS ENDOO H2020 [pass-2],high
IUVO,IT,Exoskeletons (upper/lower body),https://www.iuvo.company,info@iuvo.company,generic,Yes,,Pontedera; SSSA spin-off; standards leader for wearable robotics,high
Idrogenet (Gloreha),IT,hand-rehab-robot,https://www.gloreha.com,,,No,https://www.gloreha.com/,Lumezzane Brescia Italy; Gloreha Sinfonia robotic glove for hand rehab; acquired by BTL Industries - no longer independent,high
Generative Bionics,IT,humanoid healthcare robotics,https://gbionics.ai,,,No,https://opentalk.iit.it/en/born-from-iit-generative-bionics-raises-e70-million-to-build-a-new-generation-of-intelligent-made-in-italy-humanoid-robots/,IIT Genoa spin-off (July 2024); humanoid robots for healthcare/logistics; EUR 70M seed [pass-2],medium
Angiodroid,IT,interventional,https://www.angiodroid.com,,,Yes,https://www.medica-tradefair.com/vis/v1/en/search,Automatic CO2 angiography injector; dual-microcontroller actuated pump; Bologna IT [pass-2],medium
ABZero,IT,medical drone logistics,https://www.abzero.it,,,Yes,https://www.santannapisa.it/en/news/abzero-spin-company-santanna-school-has-won-2024-eco-innovation-award-micro-enterprises,Scuola Sant'Anna spin-off; Smart Capsule medical transport drone; 2024 Eco-Innovation Award [pass-2],medium
Medical Microinstruments (MMI),IT,Microsurgery (Symani),https://www.mmimicro.com,connect@mmimicro.com,generic,No,,Pisa; well-funded series C+ - borderline SME,high
BionIT Labs,IT,Multi-articulated prosthetic hand (Adam's Hand),https://bionitlabs.com,info@bionitlabs.com,generic,Yes,,"Soleto (LE); also pressoffice@, na_sales@",high
Rejoint,IT,Orthopedic robotics + 3D-printed personalized knee,https://www.rejoint.eu,,unreachable,Yes,,Modena area; AI + 3D printing for TKR - site currently unreachable | enrich: ECONNREFUSED,low
Pharmathek,IT,Pharmacy automation / robotic dispensing,https://www.pharmathek.com,info@pharmathek.com,generic,Yes,,Verona,high
Prensilia,IT,prosthetics,https://www.prensilia.com,info@prensilia.com,generic,Yes,https://i-rim.it/en/,SSSA spin-off Pontedera; Mia Hand myoelectric prosthesis,high
qbrobotics,IT,Prosthetics - soft robotic hand,https://qbrobotics.com,,unreachable,Yes,https://qbrobotics.com/company-team/,SoftHand Pro prosthetic hand; SoftPro H2020 spin-off; UPisa/IIT; Pisa | enrich: HTTP 403 blocks fetchers,high
Movendo Technology,IT,rehab,https://www.movendo.technology,info@movendo.technology,generic,Yes,https://i-rim.it/en/,Genova; hunova balance/rehab robot FDA Class II | enrich: applications@ also,high
Rehabilia Technologies,IT,rehab-robotics,https://www.rehabiliatechnologies.com,,,Yes,https://www.innovationworldcup.com/top12-medical-start-ups-2022-announced/,PhiCube robotic device for bilateral upper-limb rehabilitation; CNR-STIIMA spin-off Milan/Lecco; MEDICA Start-up Competition 2022 robotics finalist [pass-2],high
Wearable Robotics / NEXUM Medical,IT,Rehabilitation robotics (neuro-motor),https://www.wearable-robotics.com,info@wearable-robotics.com,generic,Yes,,Pisa area (Ghezzano); Series A €5M 2026,high
ab medica,IT,surgical,https://abmedica.it,,,No,https://i-rim.it/en/,Cerro Maggiore Milan; da Vinci distributor + HIFU/CyberKnife; large group likely not SME [pass-2],low
Orthokey Italia,IT,Surgical - orthopedic knee robot,https://www.orthokey.com,,unknown,Yes,https://www.kuka.com/en-us/industries/solutions-database/2024/09/orthokey-robin-robotic-knee-surgery,Florence; ROBIN open-platform knee arthroplasty robot; first European robot with EU MDR certification; founded 2005 [pass-2],high
Robota Srl,IT,Surgical instrument reprocessing,https://www.robota.run,info@robota.run,generic,Yes,https://eithealth.eu/news-article/innostars-awards-2024-forty-start-ups-set-to-change-healthcare-in-central-eastern-and-southern-europe/,EIT Health InnoStars 2024 finalist; steR automated sterilization; Borgosesia,high
Medicud,IT,surgical wound therapy device,https://www.medicud.com,,,Yes,https://eithealth.eu/news-article/eit-health-catapult-2023-24-selects-30-semifinalists/,EIT Health Catapult 2023-24 semi-finalist; Dryum negative-pressure wound therapy hardware [pass-2],medium
ValueBiotech,IT,surgical-robot,https://valuebiotech.com,,,Yes,https://www.medica-tradefair.com/vis/v1/en/search,M.I.L.A.N.O. compact laparoscopic/NOTES surgical robot; Milan IT; Niguarda spin-off [pass-2],high
Heaxel,IT,upper-limb-rehab-robot,https://heaxel.com,,unreachable,Yes,https://heaxel.com/category/emea/,Italy (Milan/Rome); iCone CE-marked portable robot for upper-limb neurorehabilitation (including home use) | enrich: site redirects to unrelated domain ordonnances.org,high
Sentante,LT,Endovascular teleoperated robotics,https://sentante.com,info@sentante.com,generic,Yes,,Kaunas; €6M Seed 2023,high
Ligence,LT,imaging/cardiology,https://ligence.io,,,Yes,https://ligence.io/,Vilnius-based AI echocardiography analysis (first ultrasound AI with new CE mark); deployed as imaging companion device [pass-2],medium
Vilimed,LT,neuro/Parkinson,https://vilimed.com,,,Yes,https://vilimed.com/,Kaunas-based MDR IIa-certified VILIM ball with AI-controlled vibrational therapy for essential tremor/Parkinson's [pass-2],high
Rubedo Sistemos,LT,Radiotherapy positioning vision,https://www.rubedos.com,info@rubedos.com,generic,Yes,https://ri4eu.eu/success-story/dihhero/,DIH-HERO funded; 3D vision guidance incl. Elekta radiotherapy; ISO 13485; Kaunas,high
ExoAtlet,LU,rehab_exoskeleton,https://exoatlet.eu,mail@exoatlet.com,generic,Yes,https://startupluxembourg.com/news/exoatlet-on-the-road-to-certification-in-europe,Startup Luxembourg supported; medical exoskeleton for SCI/stroke/CP rehabilitation [cross-sourced x2],medium
BirgerMind,LV,neuro/BCI,https://birgermind.com,,,Yes,https://birgermind.com/,Riga-based non-invasive brain-computer interface headset for ALS and MND patients; aids communication [pass-2],high
Somnox,NL,Assistive - sleep robot,https://somnox.com,info@somnox.com,generic,Yes,https://eithealth.eu/news-article/eit-health-backed-start-up-gets-funds-for-sleeping-robot/,EIT Health-backed TU Delft spin-off; breathing sleep robot; Rotterdam/Delft [cross-sourced x2],high
Focal Meditech,NL,assistive-arm-support,https://www.focalmeditech.com,,,Yes,https://medtechtwente.nl/en/focus-areas/health-robotics/,Tilburg; active wheelchair-mounted arm-support orthoses; Gowing dynamic support [pass-2],high
Tinybots,NL,assistive-dementia-robot,https://www.tinybots.nl,,,Yes,https://healthcare-in-europe.com/en/news/meet-tessa-the-little-robot-helper.html,Nijmegen-based; Tessa social robot for dementia/early-stage cognitive impairment; 1500+ deployed in NL [pass-2],medium
SARA Robotics,NL,assistive/elderly-care,https://sara-robotics.com,info@sara-robotics.com,generic,Yes,https://www.eit.europa.eu/news-events/success-stories/sara-robotics,EIT Digital spin-off of Bright Cape; dementia/care robot,high
Sonosilicon,NL,diagnostic_device,,,,Yes,https://yesdelft.com/startups/sonosilicon/,YES!Delft alumni; IC/MEMS-based medical ultrasound devices,medium
Corbotics,NL,diagnostic_robot,https://www.corbotics.com,,contact_form_only,Yes,https://yesdelft.com/startups/corbotics/,YES!Delft MedTech Accelerator; autonomous robotic echocardiography,high
Loop Robots,NL,Disinfection - UV-C hospital,https://www.looprobots.com,hello@looprobots.com,generic,Yes,https://www.looprobots.com/news/loop-robots-one-of-the-most-promising-ai-startups-of-the-netherlands,SAM UV-C autonomous disinfection robot; TU Delft spin-off; Delft,high
ReCath,NL,endovascular,https://www.emrobotics.com,,,Yes,https://www.emrobotics.com/,Eindhoven; EMR subsidiary; Bluetooth steerable remote-controlled catheter [pass-2],medium
Flux Robotics,NL,endovascular robotics,https://fluxrobotics.nl,,,Yes,https://medtechtwente.nl/en/flux-robotics-transforms-surgery-with-high-tech-medical-innovation/,University of Twente spin-off (2022); magnetic guidewire drive for vascular/cardiac/brain intervention [pass-2],high
Gable Systems,NL,health-robotics,https://gable.systems,,,Yes,https://medtechtwente.nl/en/focus-areas/health-robotics/,Listed by MedTech Twente in Health Robotics focus area; verify scope manually [pass-2],low
SoundCell,NL,lab_automation,,,,Yes,https://yesdelft.com/startups/soundcell/,YES!Delft alumni TU Delft spin-off; graphene nanodrum sensor platform for antibiotic susceptibility testing,high
SATA Medical,NL,laparoscopic instruments,https://satamedical.com,,,Yes,https://yesdelft.com/news/kick-off-a-new-medtech-accelerator-program/,TU Delft spin-off; SATA shaft-actuated tip articulation for reusable robotic laparoscopic instruments [pass-2],high
Demcon Medical Robotics,NL,medical-robotics-development,https://demcon.com,,,No,https://medtechtwente.nl/en/focus-areas/health-robotics/,Mechatronic medical-robotics arm of Demcon group; Twente; group ~1000+ staff so flagged not-SME but unit develops surgical/rehab robots [pass-2],medium
Microsure,NL,microsurgery-robot,https://microsure.nl,info@microsure.nl,generic,Yes,https://www.escatec.com/blog/24-exciting-surgical-robotics-companies,Eindhoven/Son; MUSA CE-marked surgical robot for microsurgery; spin-off of TU Eindhoven and Maastricht UMC; raised Series B2 €38M in 2023 [cross-sourced x3],high
inMotion VR (Corpus VR),NL,Neurorehab - VR + biosensors,https://corpusvr.com,,unknown,Yes,https://corpusvr.com/medica-dusseldorf/,'s-Hertogenbosch; VR-based therapy with biosensors for physical/behavioural/neuro rehabilitation; MEDICA 2024/2025 exhibitor at Fourier Rehab stand [pass-2],medium
Access2Bone,NL,orthopaedic_device,https://access2bone.com,info@access2bone.com,generic,Yes,https://yesdelft.com/startups/access2bone/,YES!Delft MedTech Accelerator; bone-regeneration device for orthopaedic surgeons,medium
LYLA,NL,pharma_automation,,,,Yes,https://yesdelft.com/startups/lyla/,YES!Delft MedTech Accelerator; compact scanner for radiopharmaceutical QC,medium
Hankamp Gears,NL,precision-drives-medical,https://www.hankampgears.com,,,Yes,https://medtechtwente.nl/en/focus-areas/health-robotics/,Twente component supplier; precision gears/drives used in wearable medical robotics programs [pass-2],low
Reboocon Bionics,NL,prosthetics,https://www.rbionics.com,,contact_form_only,Yes,https://yesdelft.com/startups/robocon-bionics/,Delft-based robotic prostheses and exoskeletons; powered Intuy knee | enrich: explicit no-email policy uses helpdesk form,medium
Motek Medical,NL,rehab-robot,https://www.motekmedical.com,info@motekx.nl,generic,unknown,https://www.motekmedical.com/,Amsterdam Netherlands; CAREN/GRAIL instrumented treadmill & gait analysis robotic platforms; part of DIH Medical (Hocoma group) | enrich: rebranded to Motekx; support@motekx.nl also,medium
InteSpring,NL,rehab_assistive,https://intespring.com,info@intespring.nl,generic,Yes,https://intespring.com/invest/,Delft-based exoskeleton developer (Exobuddy) and TNO partner,medium
Laevo Exoskeletons,NL,rehab_assistive,https://www.laevo-exoskeletons.com,info@laevo.nl,generic,Yes,https://yesdelft.com/startups/laevo/,YES!Delft alumni; wearable back-support exoskeleton incl. elderly-care applications | enrich: domain is laevo.nl not laevo-exoskeletons.com,high
Skelex,NL,rehab_assistive,https://www.skelex.com,info@skelex.com,generic,Yes,https://yesdelft.com/startups/skel-ex/,YES!Delft alumni; passive upper-body exoskeleton,medium
Hipermotion,NL,rehab_device,http://www.hipermotion.com,,unreachable,Yes,https://www.hightechxl.com/news/hightechxl-startup-accelerator-spring-2018-robotics-medtech-and-red-hot-chili-peppers-triumph-at-eindhovens-tech-accelerator/,HighTechXL 2018 cohort; MaxDFM dynamic-force-modulation rehab machine; TU/e spin-off,medium
Vitestro,NL,robotic-phlebotomy,https://vitestro.com,,,Yes,https://vitestro.com/aletta/,Utrecht-based; Aletta autonomous robotic phlebotomy device; CE mark Aug 2024 [pass-2],high
Momo Medical,NL,smart bed/pressure ulcer,https://www.momomedical.com,,,Yes,https://yesdelft.com/startups/momo-medical/,TU Delft/YES!Delft spin-off; smart bed sensor and patient repositioning hardware [pass-2],medium
Eindhoven Medical Robotics,NL,surgical,https://www.emrobotics.com,,contact_form_only,Yes,https://www.tue.nl/en/research/research-areas/engineering-health/robotics,TU/e tech-transfer; RoboSculpt skull-base surgery robot,medium
Machnet Medical Robotics,NL,surgical,https://machnet-robotics.com,,,Yes,https://www.utwente.nl/en/techmed/innovation/ecosystem/spin-offs/,UTwente TechMed spin-off; MRI-guided breast biopsy robot [pass-2],high
Surge-on Medical,NL,Surgical - arthroscopy/laparoscopy,https://www.surge-on.nl,info@surge-on.eu,generic,Yes,https://eithealth.eu/news-article/surge-on-medical-premieres-eit-health-supported-european-crowdfunding-platform-asecuvest-eu/,EIT Health-supported; steerable detachable MIS instruments; Delft,high
